species,tray,plant_id,measurement,days,a,b,c,plant_effect,tray_effect,diameter_cm,height_cm
Pinus_radiata,T1,4,7,105,25,0.02,1.5,0.13545495524161186,-0.018396386527948123,26.709540242928018,64.1761110312529
Pinus_radiata,T1,4,8,120,25,0.02,1.5,0.13545495524161186,-0.018396386527948123,28.452177052466457,52.27596387706103
Pinus_radiata,T1,5,1,15,25,0.02,1.5,-0.07072053826738868,-0.018396386527948123,16.694492763897458,30.789060800673305
Pinus_radiata,T1,5,2,30,25,0.02,1.5,-0.07072053826738868,-0.018396386527948123,21.36394661185234,43.02598564808089
Pinus_radiata,T1,5,3,45,25,0.02,1.5,-0.07072053826738868,-0.018396386527948123,NA,44.89709204424654
Pinus_radiata,T1,5,4,60,25,0.02,1.5,-0.07072053826738868,-0.018396386527948123,22.93961758941593,38.573270066800085
Pinus_radiata,T1,5,5,75,25,0.02,1.5,-0.07072053826738868,-0.018396386527948123,21.1119812217112,49.45531439845169
Pinus_radiata,T1,5,6,90,25,0.02,1.5,-0.07072053826738868,-0.018396386527948123,21.124093052641104,39.525225820338036
Pinus_radiata,T1,5,7,105,25,0.02,1.5,-0.07072053826738868,-0.018396386527948123,22.733159811601684,42.13302688335783
Pinus_radiata,T1,5,8,120,25,0.02,1.5,-0.07072053826738868,-0.018396386527948123,23.51740083386193,45.3657762400175
Pinus_radiata,T1,6,1,15,25,0.02,1.5,-0.054631409146537746,-0.018396386527948123,16.59937462565554,34.60461304363888
Pinus_radiata,T1,6,2,30,25,0.02,1.5,-0.054631409146537746,-0.018396386527948123,22.563398785889245,39.13286695397006
Pinus_radiata,T1,6,3,45,25,0.02,1.5,-0.054631409146537746,-0.018396386527948123,25.23417360931888,44.692209904749106
Pinus_radiata,T1,6,4,60,25,0.02,1.5,-0.054631409146537746,-0.018396386527948123,23.793516520454492,48.03719009269635
Pinus_radiata,T1,6,5,75,25,0.02,1.5,-0.054631409146537746,-0.018396386527948123,22.727783718204346,NA
Pinus_radiata,T1,6,6,90,25,0.02,1.5,-0.054631409146537746,-0.018396386527948123,20.763048284934133,44.21869928018405
Pinus_radiata,T1,6,7,105,25,0.02,1.5,-0.054631409146537746,-0.018396386527948123,21.54047373289532,43.87699866790838
Pinus_radiata,T1,6,8,120,25,0.02,1.5,-0.054631409146537746,-0.018396386527948123,21.96698474284737,43.96347144695307
Pinus_radiata,T1,7,1,15,25,0.02,1.5,-0.05091039765785285,-0.018396386527948123,14.414523339355876,35.456400658102545
Pinus_radiata,T1,7,2,30,25,0.02,1.5,-0.05091039765785285,-0.018396386527948123,23.188441785790722,45.20087676718748
Pinus_radiata,T1,7,3,45,25,0.02,1.5,-0.05091039765785285,-0.018396386527948123,NA,50.47639383530479
Pinus_radiata,T1,7,4,60,25,0.02,1.5,-0.05091039765785285,-0.018396386527948123,22.16743163874783,49.392957179015255
Pinus_radiata,T1,7,5,75,25,0.02,1.5,-0.05091039765785285,-0.018396386527948123,22.164854113762953,53.46592940933154
Pinus_radiata,T1,7,6,90,25,0.02,1.5,-0.05091039765785285,-0.018396386527948123,25.207600870251106,40.737017344418604
Pinus_radiata,T1,7,7,105,25,0.02,1.5,-0.05091039765785285,-0.018396386527948123,21.577267549202197,51.54262111054341
Pinus_radiata,T1,7,8,120,25,0.02,1.5,-0.05091039765785285,-0.018396386527948123,23.724591137160296,45.473269082171356
Pinus_radiata,T1,8,1,15,25,0.02,1.5,0.03521652420265378,-0.018396386527948123,16.389940028884897,36.78649373544194
Pinus_radiata,T1,8,2,30,25,0.02,1.5,0.03521652420265378,-0.018396386527948123,24.953620937308763,45.53679976914322
Pinus_radiata,T1,8,3,45,25,0.02,1.5,0.03521652420265378,-0.018396386527948123,25.834245008080565,52.1536136448963
Pinus_radiata,T1,8,4,60,25,0.02,1.5,0.03521652420265378,-0.018396386527948123,26.07648810336953,44.653239367547556
Pinus_radiata,T1,8,5,75,25,0.02,1.5,0.03521652420265378,-0.018396386527948123,24.286442698545518,52.17383529298443
Pinus_radiata,T1,8,6,90,25,0.02,1.5,0.03521652420265378,-0.018396386527948123,25.096536212998057,52.13591519891719
Pinus_radiata,T1,8,7,105,25,0.02,1.5,0.03521652420265378,-0.018396386527948123,24.831236683803386,48.98525721551718
Pinus_radiata,T1,8,8,120,25,0.02,1.5,0.03521652420265378,-0.018396386527948123,25.65551127902766,50.48747803581229
Pinus_radiata,T1,9,1,15,25,0.02,1.5,0.00423755167434984,-0.018396386527948123,14.665204425299775,33.58875532351205
Pinus_radiata,T1,9,2,30,25,0.02,1.5,0.00423755167434984,-0.018396386527948123,22.881983607089502,50.45605925327462
Pinus_radiata,T1,9,3,45,25,0.02,1.5,0.00423755167434984,-0.018396386527948123,24.18350893455971,49.94312947741487
Pinus_radiata,T1,9,4,60,25,0.02,1.5,0.00423755167434984,-0.018396386527948123,24.031313165248072,46.48236803714948
Pinus_radiata,T1,9,5,75,25,0.02,1.5,0.00423755167434984,-0.018396386527948123,22.489355671516087,52.43700042225502
Pinus_radiata,T1,9,6,90,25,0.02,1.5,0.00423755167434984,-0.018396386527948123,25.981192733382905,47.32209513576347
Pinus_radiata,T1,9,7,105,25,0.02,1.5,0.00423755167434984,-0.018396386527948123,25.416057871061284,54.41979499604801
Pinus_radiata,T1,9,8,120,25,0.02,1.5,0.00423755167434984,-0.018396386527948123,24.19478213950173,53.73023334889592
Pinus_radiata,T1,10,1,15,25,0.02,1.5,0.04779867141960052,-0.018396386527948123,17.33245250288111,36.191954758008535
Pinus_radiata,T1,10,2,30,25,0.02,1.5,0.04779867141960052,-0.018396386527948123,NA,50.032116157470256
Pinus_radiata,T1,10,3,45,25,0.02,1.5,0.04779867141960052,-0.018396386527948123,24.013563381888385,47.222093801771095
Pinus_radiata,T1,10,4,60,25,0.02,1.5,0.04779867141960052,-0.018396386527948123,25.052908752301573,52.8645096134535
Pinus_radiata,T1,10,5,75,25,0.02,1.5,0.04779867141960052,-0.018396386527948123,25.840011561663,54.487152726519
Pinus_radiata,T1,10,6,90,25,0.02,1.5,0.04779867141960052,-0.018396386527948123,24.387722958272917,62.70694544087066
Pinus_radiata,T1,10,7,105,25,0.02,1.5,0.04779867141960052,-0.018396386527948123,25.641525078228533,57.9393955553084
Pinus_radiata,T1,10,8,120,25,0.02,1.5,0.04779867141960052,-0.018396386527948123,25.98536840667112,NA
Pinus_radiata,T1,11,1,15,25,0.02,1.5,-0.12402256633043432,-0.018396386527948123,14.143960511185597,31.508377564858574
Pinus_radiata,T1,11,2,30,25,0.02,1.5,-0.12402256633043432,-0.018396386527948123,21.541679594357458,52.94185716400389
Pinus_radiata,T1,11,3,45,25,0.02,1.5,-0.12402256633043432,-0.018396386527948123,21.085268164122944,43.944953601260856
Pinus_radiata,T1,11,4,60,25,0.02,1.5,-0.12402256633043432,-0.018396386527948123,23.174193958104443,38.389342504695634
Pinus_radiata,T1,11,5,75,25,0.02,1.5,-0.12402256633043432,-0.018396386527948123,20.196106613787645,47.954854406705394
Pinus_radiata,T1,11,6,90,25,0.02,1.5,-0.12402256633043432,-0.018396386527948123,21.943343766318254,49.06801872941602
Pinus_radiata,T1,11,7,105,25,0.02,1.5,-0.12402256633043432,-0.018396386527948123,22.597018436537436,41.753050098870524
Pinus_radiata,T1,11,8,120,25,0.02,1.5,-0.12402256633043432,-0.018396386527948123,20.93819187499471,44.10440075184041
Pinus_radiata,T1,12,1,15,25,0.02,1.5,0.07325650392719575,-0.018396386527948123,15.909622687161802,39.225780495909135
Pinus_radiata,T1,12,2,30,25,0.02,1.5,0.07325650392719575,-0.018396386527948123,24.21447119821056,49.91789602778079
Pinus_radiata,T1,12,3,45,25,0.02,1.5,0.07325650392719575,-0.018396386527948123,27.281843405730843,NA
Pinus_radiata,T1,12,4,60,25,0.02,1.5,0.07325650392719575,-0.018396386527948123,27.603762770137305,52.1499661320863
Pinus_radiata,T1,12,5,75,25,0.02,1.5,0.07325650392719575,-0.018396386527948123,26.543314580594483,53.789883988832564
Pinus_radiata,T1,12,6,90,25,0.02,1.5,0.07325650392719575,-0.018396386527948123,24.564654517177562,48.728753005688745
Pinus_radiata,T1,12,7,105,25,0.02,1.5,0.07325650392719575,-0.018396386527948123,28.345134568070616,56.91328391108756
Pinus_radiata,T1,12,8,120,25,0.02,1.5,0.07325650392719575,-0.018396386527948123,26.88738789166565,58.269174461419766
Pinus_radiata,T1,13,1,15,25,0.02,1.5,-0.16121173377000197,-0.018396386527948123,16.02788358625464,27.073531332804162
Pinus_radiata,T1,13,2,30,25,0.02,1.5,-0.16121173377000197,-0.018396386527948123,20.231393824115422,37.24560097499108
Pinus_radiata,T1,13,3,45,25,0.02,1.5,-0.16121173377000197,-0.018396386527948123,22.00034829272782,38.61289604624517
Pinus_radiata,T1,13,4,60,25,0.02,1.5,-0.16121173377000197,-0.018396386527948123,21.217767753553666,40.28524932206469
Pinus_radiata,T1,13,5,75,25,0.02,1.5,-0.16121173377000197,-0.018396386527948123,22.872001076789907,36.003876580597336
Pinus_radiata,T1,13,6,90,25,0.02,1.5,-0.16121173377000197,-0.018396386527948123,22.16714286010342,35.8493412708356
Pinus_radiata,T1,13,7,105,25,0.02,1.5,-0.16121173377000197,-0.018396386527948123,18.716083341672775,44.4183133539222
Pinus_radiata,T1,13,8,120,25,0.02,1.5,-0.16121173377000197,-0.018396386527948123,20.99962916658263,41.127514599624455
Pinus_radiata,T1,14,1,15,25,0.02,1.5,-0.05115034538623814,-0.018396386527948123,16.11915112373211,33.256686017573
Pinus_radiata,T1,14,2,30,25,0.02,1.5,-0.05115034538623814,-0.018396386527948123,21.48631134130844,45.739001828437154
Pinus_radiata,T1,14,3,45,25,0.02,1.5,-0.05115034538623814,-0.018396386527948123,22.253350107671405,45.228742542948396
Pinus_radiata,T1,14,4,60,25,0.02,1.5,-0.05115034538623814,-0.018396386527948123,21.923819343833124,46.41884285721638
Pinus_radiata,T1,14,5,75,25,0.02,1.5,-0.05115034538623814,-0.018396386527948123,23.029247950968873,40.95010048836839
Pinus_radiata,T1,14,6,90,25,0.02,1.5,-0.05115034538623814,-0.018396386527948123,24.55388539040733,50.645257532666285
Pinus_radiata,T1,14,7,105,25,0.02,1.5,-0.05115034538623814,-0.018396386527948123,22.63275778752583,45.703803583405765
Pinus_radiata,T1,14,8,120,25,0.02,1.5,-0.05115034538623814,-0.018396386527948123,22.718709673730395,50.99917081141308
Pinus_radiata,T1,15,1,15,25,0.02,1.5,0.02431373720705873,-0.018396386527948123,16.701920160004814,35.4494041119737
Pinus_radiata,T1,15,2,30,25,0.02,1.5,0.02431373720705873,-0.018396386527948123,24.690886920459608,46.2011733599776
Pinus_radiata,T1,15,3,45,25,0.02,1.5,0.02431373720705873,-0.018396386527948123,25.153953021582144,47.89394829153649
Pinus_radiata,T1,15,4,60,25,0.02,1.5,0.02431373720705873,-0.018396386527948123,24.148080772458204,46.20447481697255
Pinus_radiata,T1,15,5,75,25,0.02,1.5,0.02431373720705873,-0.018396386527948123,26.465406907882656,45.40402523009564
Pinus_radiata,T1,15,6,90,25,0.02,1.5,0.02431373720705873,-0.018396386527948123,25.5004364063315,47.40360029131337
Pinus_radiata,T1,15,7,105,25,0.02,1.5,0.02431373720705873,-0.018396386527948123,25.180658033096623,55.72720107722671
Pinus_radiata,T1,15,8,120,25,0.02,1.5,0.02431373720705873,-0.018396386527948123,26.04040127357676,48.38691974119435
Pinus_radiata,T1,16,1,15,25,0.02,1.5,0.02025996221204278,-0.018396386527948123,16.439179031267958,31.100259848800153
Pinus_radiata,T1,16,2,30,25,0.02,1.5,0.02025996221204278,-0.018396386527948123,22.402596622403806,45.632374244255196
Pinus_radiata,T1,16,3,45,25,0.02,1.5,0.02025996221204278,-0.018396386527948123,25.675984784296777,48.992640791523094
Pinus_radiata,T1,16,4,60,25,0.02,1.5,0.02025996221204278,-0.018396386527948123,28.035795896773724,59.31152825406357
Pinus_radiata,T1,16,5,75,25,0.02,1.5,0.02025996221204278,-0.018396386527948123,24.23749573143087,50.85735368098241
Pinus_radiata,T1,16,6,90,25,0.02,1.5,0.02025996221204278,-0.018396386527948123,26.837098988638896,47.883440232260824
Pinus_radiata,T1,16,7,105,25,0.02,1.5,0.02025996221204278,-0.018396386527948123,21.99676654587119,54.358323402086306
Pinus_radiata,T1,16,8,120,25,0.02,1.5,0.02025996221204278,-0.018396386527948123,23.266543474564944,37.292410746901396
Pinus_radiata,T1,17,1,15,25,0.02,1.5,0.12049629388650054,-0.018396386527948123,19.671490659570466,42.98587567157012
Pinus_radiata,T1,17,2,30,25,0.02,1.5,0.12049629388650054,-0.018396386527948123,25.338731149196352,47.6902253648591
Pinus_radiata,T1,17,3,45,25,0.02,1.5,0.12049629388650054,-0.018396386527948123,29.532322049604595,54.09757992083396
Pinus_radiata,T1,17,4,60,25,0.02,1.5,0.12049629388650054,-0.018396386527948123,27.066901759318945,54.04062029348207
Pinus_radiata,T1,17,5,75,25,0.02,1.5,0.12049629388650054,-0.018396386527948123,27.379784179420316,51.47257324992298
Pinus_radiata,T1,17,6,90,25,0.02,1.5,0.12049629388650054,-0.018396386527948123,27.900072583710045,58.01083329306275
Pinus_radiata,T1,17,7,105,25,0.02,1.5,0.12049629388650054,-0.018396386527948123,27.864657966332537,54.05059955514694
Pinus_radiata,T1,17,8,120,25,0.02,1.5,0.12049629388650054,-0.018396386527948123,25.357624543779174,53.25698928960605
Pinus_radiata,T1,18,1,15,25,0.02,1.5,-0.24632318647810314,-0.018396386527948123,12.922313687689522,19.45838692893872
Pinus_radiata,T1,18,2,30,25,0.02,1.5,-0.24632318647810314,-0.018396386527948123,17.659261708559384,40.565406758199586
Pinus_radiata,T1,18,3,45,25,0.02,1.5,-0.24632318647810314,-0.018396386527948123,18.744651175447363,38.70158238459643
Pinus_radiata,T1,18,4,60,25,0.02,1.5,-0.24632318647810314,-0.018396386527948123,16.421081669413102,33.96356562566805
Pinus_radiata,T1,18,5,75,25,0.02,1.5,-0.24632318647810314,-0.018396386527948123,17.54345123425318,33.881267585204114
Pinus_radiata,T1,18,6,90,25,0.02,1.5,-0.24632318647810314,-0.018396386527948123,19.721531110083195,36.93206672685876
Pinus_radiata,T1,18,7,105,25,0.02,1.5,-0.24632318647810314,-0.018396386527948123,NA,37.08400434695931
Pinus_radiata,T1,18,8,120,25,0.02,1.5,-0.24632318647810314,-0.018396386527948123,18.307499572721465,34.03322159590207
Pinus_radiata,T1,19,1,15,25,0.02,1.5,-0.05440153471116469,-0.018396386527948123,16.764118184670636,32.75184706589063
Pinus_radiata,T1,19,2,30,25,0.02,1.5,-0.05440153471116469,-0.018396386527948123,22.88786922432406,47.33565791814396
Pinus_radiata,T1,19,3,45,25,0.02,1.5,-0.05440153471116469,-0.018396386527948123,22.355383811225902,42.52166625922334
Pinus_radiata,T1,19,4,60,25,0.02,1.5,-0.05440153471116469,-0.018396386527948123,22.711618312764475,NA
Pinus_radiata,T1,19,5,75,25,0.02,1.5,-0.05440153471116469,-0.018396386527948123,23.364274448753832,45.47823226594264
Pinus_radiata,T1,19,6,90,25,0.02,1.5,-0.05440153471116469,-0.018396386527948123,21.94827637617027,47.52642759856052
Pinus_radiata,T1,19,7,105,25,0.02,1.5,-0.05440153471116469,-0.018396386527948123,23.174968823814666,51.55199778761165
Pinus_radiata,T1,19,8,120,25,0.02,1.5,-0.05440153471116469,-0.018396386527948123,22.27695209921199,47.4735889562367
Pinus_radiata,T1,20,1,15,25,0.02,1.5,-0.15968813054146397,-0.018396386527948123,13.120074257296197,27.002021124361026
Pinus_radiata,T1,20,2,30,25,0.02,1.5,-0.15968813054146397,-0.018396386527948123,17.504975141050462,36.52102925594151
Pinus_radiata,T1,20,3,45,25,0.02,1.5,-0.15968813054146397,-0.018396386527948123,21.37066569173613,42.87301939042069
Pinus_radiata,T1,20,4,60,25,0.02,1.5,-0.15968813054146397,-0.018396386527948123,21.462551701600077,38.38041823916805
Pinus_radiata,T1,20,5,75,25,0.02,1.5,-0.15968813054146397,-0.018396386527948123,20.214550345891688,39.374224459071144
Pinus_radiata,T1,20,6,90,25,0.02,1.5,-0.15968813054146397,-0.018396386527948123,19.63472169918779,41.03052628832066
Pinus_radiata,T1,20,7,105,25,0.02,1.5,-0.15968813054146397,-0.018396386527948123,19.346321798160727,46.80349507851126
Pinus_radiata,T1,20,8,120,25,0.02,1.5,-0.15968813054146397,-0.018396386527948123,19.427180668744082,37.621358817452474
Pinus_radiata,T1,21,1,15,25,0.02,1.5,0.07861068414801559,-0.018396386527948123,17.998453343225705,37.685104079676044
Pinus_radiata,T1,21,2,30,25,0.02,1.5,0.07861068414801559,-0.018396386527948123,25.10134728655905,52.40268150743435
Pinus_radiata,T1,21,3,45,25,0.02,1.5,0.07861068414801559,-0.018396386527948123,25.28783125455631,NA
Pinus_radiata,T1,21,4,60,25,0.02,1.5,0.07861068414801559,-0.018396386527948123,25.83708306896503,57.34637797826921
Pinus_radiata,T1,21,5,75,25,0.02,1.5,0.07861068414801559,-0.018396386527948123,28.302549779719865,53.89311410924174
Pinus_radiata,T1,21,6,90,25,0.02,1.5,0.07861068414801559,-0.018396386527948123,26.89308459341396,56.52291347615477
Pinus_radiata,T1,21,7,105,25,0.02,1.5,0.07861068414801559,-0.018396386527948123,27.31741271669596,46.52080118165634
Pinus_radiata,T1,21,8,120,25,0.02,1.5,0.07861068414801559,-0.018396386527948123,26.66301529616578,48.32989160283936
Pinus_radiata,T1,22,1,15,25,0.02,1.5,0.16583184866981612,-0.018396386527948123,19.122303218881957,37.33688223244902
Pinus_radiata,T1,22,2,30,25,0.02,1.5,0.16583184866981612,-0.018396386527948123,27.272809293830434,53.033332787436684
Pinus_radiata,T1,22,3,45,25,0.02,1.5,0.16583184866981612,-0.018396386527948123,28.522216611765515,62.568021391772675
Pinus_radiata,T1,22,4,60,25,0.02,1.5,0.16583184866981612,-0.018396386527948123,29.562918006067704,60.06115263292125
Pinus_radiata,T1,22,5,75,25,0.02,1.5,0.16583184866981612,-0.018396386527948123,29.252973702490817,58.845980567416355
Pinus_radiata,T1,22,6,90,25,0.02,1.5,0.16583184866981612,-0.018396386527948123,28.72626149007867,54.58862708204551
Pinus_radiata,T1,22,7,105,25,0.02,1.5,0.16583184866981612,-0.018396386527948123,27.212554423653536,61.826723755958014
Pinus_radiata,T1,22,8,120,25,0.02,1.5,0.16583184866981612,-0.018396386527948123,28.607699502600234,57.6170818096529
Pinus_radiata,T1,23,1,15,25,0.02,1.5,0.15109495969767836,-0.018396386527948123,20.00956082819004,38.72256170521511
Pinus_radiata,T1,23,2,30,25,0.02,1.5,0.15109495969767836,-0.018396386527948123,27.196856471849,53.96943985364552
Pinus_radiata,T1,23,3,45,25,0.02,1.5,0.15109495969767836,-0.018396386527948123,29.032835163808937,51.69348431414733
Pinus_radiata,T1,23,4,60,25,0.02,1.5,0.15109495969767836,-0.018396386527948123,27.224473550692224,60.694066099920654
Pinus_radiata,T1,23,5,75,25,0.02,1.5,0.15109495969767836,-0.018396386527948123,29.160963458171626,54.95556153579289
Pinus_radiata,T1,23,6,90,25,0.02,1.5,0.15109495969767836,-0.018396386527948123,27.82758307789904,58.55011984723361
Pinus_radiata,T1,23,7,105,25,0.02,1.5,0.15109495969767836,-0.018396386527948123,28.864952059550458,56.37636115257281
Pinus_radiata,T1,23,8,120,25,0.02,1.5,0.15109495969767836,-0.018396386527948123,29.052615195564947,59.55255043522827
Pinus_radiata,T1,24,1,15,25,0.02,1.5,0.14908510960760707,-0.018396386527948123,19.881065354102567,46.04630795007607
Pinus_radiata,T1,24,2,30,25,0.02,1.5,0.14908510960760707,-0.018396386527948123,26.83226189209424,51.58267655528253
Pinus_radiata,T1,24,3,45,25,0.02,1.5,0.14908510960760707,-0.018396386527948123,30.223857062387157,59.9366565550472
Pinus_radiata,T1,24,4,60,25,0.02,1.5,0.14908510960760707,-0.018396386527948123,29.26018115457893,58.775365447960446
Pinus_radiata,T1,24,5,75,25,0.02,1.5,0.14908510960760707,-0.018396386527948123,27.009441590554932,NA
Pinus_radiata,T1,24,6,90,25,0.02,1.5,0.14908510960760707,-0.018396386527948123,28.54046217516626,54.41899431269949
Pinus_radiata,T1,24,7,105,25,0.02,1.5,0.14908510960760707,-0.018396386527948123,29.055640770789537,54.429249512313035
Pinus_radiata,T1,24,8,120,25,0.02,1.5,0.14908510960760707,-0.018396386527948123,26.282438915948322,59.31916910614278
Pinus_radiata,T1,25,1,15,25,0.02,1.5,0.004807511985346582,-0.018396386527948123,17.50696342686653,33.741317951165506
Pinus_radiata,T1,25,2,30,25,0.02,1.5,0.004807511985346582,-0.018396386527948123,22.912759995514275,47.73736667107675
Pinus_radiata,T1,25,3,45,25,0.02,1.5,0.004807511985346582,-0.018396386527948123,25.70236393609394,51.81036299796657
Pinus_radiata,T1,25,4,60,25,0.02,1.5,0.004807511985346582,-0.018396386527948123,25.84720408845487,55.467588219147444
Pinus_radiata,T1,25,5,75,25,0.02,1.5,0.004807511985346582,-0.018396386527948123,25.936383609558746,52.947994092254966
Pinus_radiata,T1,25,6,90,25,0.02,1.5,0.004807511985346582,-0.018396386527948123,24.186007455064914,NA
Pinus_radiata,T1,25,7,105,25,0.02,1.5,0.004807511985346582,-0.018396386527948123,23.634929413899236,51.37989509782356
Pinus_radiata,T1,25,8,120,25,0.02,1.5,0.004807511985346582,-0.018396386527948123,23.73373790810778,38.8259947686465
Pinus_radiata,T1,26,1,15,25,0.02,1.5,-0.07617301599635107,-0.018396386527948123,15.832706673950984,29.54527190657034
Pinus_radiata,T1,26,2,30,25,0.02,1.5,-0.07617301599635107,-0.018396386527948123,20.383798212696973,45.791517442620346
Pinus_radiata,T1,26,3,45,25,0.02,1.5,-0.07617301599635107,-0.018396386527948123,20.968188722410353,51.05023803687587
Pinus_radiata,T1,26,4,60,25,0.02,1.5,-0.07617301599635107,-0.018396386527948123,24.513406813577905,44.19241547302098
Pinus_radiata,T1,26,5,75,25,0.02,1.5,-0.07617301599635107,-0.018396386527948123,21.677893387877386,45.854309666027355
Pinus_radiata,T1,26,6,90,25,0.02,1.5,-0.07617301599635107,-0.018396386527948123,20.48962626521677,41.48934262949043
Pinus_radiata,T1,26,7,105,25,0.02,1.5,-0.07617301599635107,-0.018396386527948123,22.718429801668456,49.14317599496492
Pinus_radiata,T1,26,8,120,25,0.02,1.5,-0.07617301599635107,-0.018396386527948123,22.48075519395994,43.81472355062749
Pinus_radiata,T1,27,1,15,25,0.02,1.5,-0.12269139991726591,-0.018396386527948123,15.108670803397326,28.468884499035255
Pinus_radiata,T1,27,2,30,25,0.02,1.5,-0.12269139991726591,-0.018396386527948123,20.334930084177333,42.045313294283226
Pinus_radiata,T1,27,3,45,25,0.02,1.5,-0.12269139991726591,-0.018396386527948123,22.35327547044708,38.172381046483864
Pinus_radiata,T1,27,4,60,25,0.02,1.5,-0.12269139991726591,-0.018396386527948123,21.17070365513151,41.75540905017299
Pinus_radiata,T1,27,5,75,25,0.02,1.5,-0.12269139991726591,-0.018396386527948123,23.170290626477826,45.162782163950794
Pinus_radiata,T1,27,6,90,25,0.02,1.5,-0.12269139991726591,-0.018396386527948123,20.21282060579664,41.05873928842411
Pinus_radiata,T1,27,7,105,25,0.02,1.5,-0.12269139991726591,-0.018396386527948123,NA,38.80307111477624
Pinus_radiata,T1,27,8,120,25,0.02,1.5,-0.12269139991726591,-0.018396386527948123,19.818607895431047,45.8053269224832
Pinus_radiata,T1,28,1,15,25,0.02,1.5,0.15092278327292338,-0.018396386527948123,19.662672249475413,39.400116013059524
Pinus_radiata,T1,28,2,30,25,0.02,1.5,0.15092278327292338,-0.018396386527948123,26.889287328040812,50.952525540369884
Pinus_radiata,T1,28,3,45,25,0.02,1.5,0.15092278327292338,-0.018396386527948123,29.15750496001927,53.23146048699276
Pinus_radiata,T1,28,4,60,25,0.02,1.5,0.15092278327292338,-0.018396386527948123,28.45341831944426,56.557641067485875
